Name,Year.of.deployment,Type.of.wreck,Location.Country,Location.City.State.Province,Location.Water.Body,Depth,Latitude,Longitude,Accuracy,Last.update,Source,Notes,ISO.Country.Code,ISO.Country.Code.1,ISO.Country.Code.state.province,ID,calcite,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,damax,damean,damin,dissox,nitrate,parmax,parmean,ph,phos,salinity,silicate,sstmax,sstmean,sstmin,sstrange,Wreck.Category,Protected.Area,Name.Protected.Area,Near.Coral.ID,Distance.Coral,Near.Aquarium.Name,Distance.Aquarium,Last.update.Year,Last.update.Month,Last.update.Day,Purpose.of.deployment,Method.of.sinking,Baseline.survey,Monitoring,Method.of.monitoring,Research.outcome,Life.span.years,Source.1,Min.Est.Lifespan,Max.Est.Lifespan
Trio Bravo,1982,tug,USA, Florida,North Atlantic Ocean,44,26.14545,-80.07155,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1037,0.000142,0.244000003,0.197999999,0.152999997,0.091000013,0.801999986,0.666999996,0.528999984,0.048999999,0.044,0.039000001,4.683000088,0.455000013,53.08300018,40.68199921,8.210000038,0.069200002,36.10499954,1.546000004,30.18799973,26.84900093,23.86000061,6.328000069,service vessel,0,0,40912,4.137055,Palm Beach Zoo at Dreher Park,57.65565194,2016,3,4,,,,,,,,,50,100
Site D - Tracor/Navy Drydock,1982,drydock,USA, Florida,North Atlantic Ocean,64,26.11275,-80.07055,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1038,0.000142,0.244000003,0.197999999,0.152999997,0.091000013,0.801999986,0.666999996,0.528999984,0.048999999,0.044,0.039000001,4.683000088,0.455000013,53.08300018,40.68199921,8.210000038,0.069200002,36.10499954,1.546000004,30.18799973,26.84900093,23.86000061,6.328000069,other,0,0,40912,3.40849,Palm Beach Zoo at Dreher Park,61.27811197,2016,3,4,,,,,,,,,,
DNR Barges,1982,barge,USA, Florida,North Atlantic Ocean,21,26.14262,-80.07728,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1039,0.000142,0.244000003,0.197999999,0.152999997,0.091000013,0.801999986,0.666999996,0.528999984,0.048999999,0.044,0.039000001,4.683000088,0.455000013,53.08300018,40.68199921,8.210000038,0.069200002,36.10499954,1.546000004,30.18799973,26.84900093,23.86000061,6.328000069,service vessel,0,0,40912,3.498934,Palm Beach Zoo at Dreher Park,57.97454417,2016,3,4,,,,,,,,,50,100
Houseboat,1974,house boat,USA, Florida,North Atlantic Ocean,29,26.11128,-80.06193,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1040,0.000142,0.244000003,0.197999999,0.152999997,0.091000013,0.801999986,0.666999996,0.528999984,0.048999999,0.044,0.039000001,4.683000088,0.455000013,53.08300018,40.68199921,8.210000038,0.069200002,36.10499954,1.546000004,30.18799973,26.84900093,23.86000061,6.328000069,special purpose vessel,0,0,40912,4.282441,Palm Beach Zoo at Dreher Park,61.44478351,2016,3,4,,,,,,,,,,
Spaghetti Barge,1972,barge,USA, Florida,North Atlantic Ocean,32,26.12933,-80.07033,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1041,0.000142,0.244000003,0.197999999,0.152999997,0.091000013,0.801999986,0.666999996,0.528999984,0.048999999,0.044,0.039000001,4.683000088,0.455000013,53.08300018,40.68199921,8.210000038,0.069200002,36.10499954,1.546000004,30.18799973,26.84900093,23.86000061,6.328000069,service vessel,0,0,40912,3.405201,Palm Beach Zoo at Dreher Park,59.44116828,2016,3,4,,,,,,,,,50,100
Unnamed Barge,1970,barge,USA, Florida,North Atlantic Ocean,21,26.142,-80.08143,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1042,0.000109,0.234999999,0.170000002,0.107000001,0.128000006,0.805000007,0.651000023,0.510999978,0.048,0.039999999,0.032000002,4.684999943,0.444999993,52.38000107,39.7879982,8.208999634,0.070500001,36.11299896,1.52699995,30.13999939,26.86199951,23.83499908,6.304999828,service vessel,0,0,40912,3.15316,Palm Beach Zoo at Dreher Park,58.05061916,2016,3,4,,,,,,,,,50,100
Monomy,1970,yacht,USA, Florida,North Atlantic Ocean,18,26.12533,-80.0725,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1043,0.007715,11.33100033,4.360000134,1.725000024,9.605999947,0.610000014,0.432999998,0.319999993,0.345999986,0.225999996,0.158000007,5.022999763,0.381000012,56.27999878,42.72100067,8.163000107,0.082400002,35.56700134,1.422999978,31.39299965,25.18799973,18.79599953,12.59700012,yacht,0,0,40912,3.104265,Palm Beach Zoo at Dreher Park,59.88520961,2016,3,4,,,,,,,,,,
C-Note,,workboat,USA, Florida,North Atlantic Ocean,,26.30168,-80.06157,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1044,0.002279,2.368999958,1.268000007,0.499000013,1.870000005,0.589999974,0.432999998,0.31400001,0.180999994,0.123999998,0.079999998,5.021999836,0.386000007,56.16500092,42.93500137,8.161000252,0.083700001,35.59500122,1.424000025,31.1609993,25.05800056,18.4279995,12.7329998,service vessel,0,0,40912,20.39795,Palm Beach Zoo at Dreher Park,40.35287416,2016,3,4,,,,,,,,,,
Tremblay Reef Barge,2005,barge,USA, Florida,Gulf of Mexico,13,26.80692,-82.37752,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1045,0.002279,2.368999958,1.268000007,0.499000013,1.870000005,0.589999974,0.432999998,0.31400001,0.180999994,0.123999998,0.079999998,5.021999836,0.386000007,56.16500092,42.93500137,8.161000252,0.083700001,35.59500122,1.424000025,31.1609993,25.05800056,18.4279995,12.7329998,service vessel,0,0,10120,199.345414,Mote Marine Lab and Aquarium,61.58394852,2016,3,4,,,,,,,,,50,100
Palm Island Barge Reef,1999,barge,USA, Florida,Gulf of Mexico,17,26.82035,-82.53132,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1046,0.010563,7.255000114,4.638999939,2.437000036,4.81799984,0.561999977,0.412,0.291999996,0.300000012,0.246000007,0.193000004,4.949999809,0.43599999,54.86899948,41.96900177,8.166999817,0.080499999,35.73899841,1.523000002,31.21899986,25.65399933,19.59499931,11.6239996,service vessel,0,0,10120,205.383959,Mote Marine Lab and Aquarium,56.9965742,2016,3,4,,,,,,,,,50,100
Palm Island Ferry Reef,1999,ferry,USA, Florida,Gulf of Mexico,17,26.8206,-82.53252,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1047,0.010467,7.359000206,4.506999969,2.762000084,4.597000122,0.579999983,0.430999994,0.293000013,0.312999994,0.252000004,0.207000002,4.868000031,0.453999996,55.17399979,42.77500153,8.18900013,0.079800002,35.98500061,1.523000002,31.35499954,25.9279995,20.25200081,11.10299969,passenger ship,0,0,10120,205.420985,Mote Marine Lab and Aquarium,56.95950539,2016,3,4,,,,,,,,,,
Wiggins Pass 4.5 Mile Reef,1987,barge,USA, Florida,Gulf of Mexico,9,26.29115,-81.91942,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1048,0.010467,7.359000206,4.506999969,2.762000084,4.597000122,0.579999983,0.430999994,0.293000013,0.312999994,0.252000004,0.207000002,4.868000031,0.453999996,55.17399979,42.77500153,8.18900013,0.079800002,35.98500061,1.523000002,31.35499954,25.9279995,20.25200081,11.10299969,service vessel,0,0,46662,182.190752,Mote Marine Lab and Aquarium,132.6977348,2016,3,4,,,,,,,,,50,100
Marco Island 5 Mile Reef,1986,barge,USA, Florida,Gulf of Mexico,9,25.86473,-81.79952,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1049,0.022508999,14.35499954,7.953999996,4.230000019,10.125,0.55400002,0.421000004,0.289000005,0.416000009,0.32100001,0.250999987,4.811999798,0.467000008,54.61100006,42.22600174,8.196000099,0.078699999,36.11500168,1.55400002,31.53300095,26.41399956,21.31399918,10.21899986,service vessel,0,0,46662,134.241444,Zoo Miami,143.6494467,2016,3,4,,,,,,,,,50,100
Collier 5 Mile Reef,1980,barge,USA, Florida,Gulf of Mexico,9,25.86493,-81.79647,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1050,0.000509,1.297000051,0.805999994,0.363000005,0.934000015,0.748000026,0.595000029,0.495999992,0.134000003,0.103,0.067000002,4.90500021,0.26699999,54.98600006,39.9469986,8.244999886,0.164900005,34.93299866,1.215999961,28.96800041,23.62000084,18.38500023,10.58300018,service vessel,0,0,46662,134.252478,Zoo Miami,143.3546079,2016,3,4,,,,,,,,,50,100
Pavilion Key 6 Mile Reef,,barge,USA, Florida,Gulf of Mexico,5,25.6827,-81.4635,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1051,0.001526,4.671999931,2.944999933,0.943000019,3.729000092,0.569999993,0.5,0.40200001,0.25,0.192000002,0.112000003,4.953000069,0.268999994,54.2859993,39.46699905,8.244999886,0.179399997,34.0909996,1.24000001,28.86899948,22.93199921,16.59700012,12.27200031,service vessel,0,0,2146,115.912887,Zoo Miami,107.3122273,2016,3,4,,,,,,,,,50,100
Spike Reef,2009,tug,USA, Florida,North Atlantic Ocean,34,30.37558,-80.89483,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1052,0.000672,2.023999929,1.452000022,0.638999999,1.38499999,0.723999977,0.578999996,0.472000003,0.170000002,0.137999997,0.093999997,4.954999924,0.261000007,54.56000137,39.72499847,8.248000145,0.175500005,34.34799957,1.218000054,28.9659996,23.10400009,17.08799934,11.87800026,service vessel,1,Southeast U.S.,28954,216.548524,Jacksonville Zoo and Gardens,72.07599881,2016,3,4,,,,,,,,,50,100
Bunnie's Web (Bw),1998,sailboat,USA, Florida,North Atlantic Ocean,15,30.174,-81.24717,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1053,0.000867,3.234999895,2.095999956,0.879999995,2.355000019,0.595000029,0.49000001,0.391000003,0.207000002,0.165999994,0.112999998,4.987999916,0.256000012,54.72999954,39.67900085,8.25,0.181700006,33.97700119,1.215999961,29.04599953,22.8939991,16.40600014,12.64000034,other,1,Southeast U.S.,10120,196.561095,Jacksonville Zoo and Gardens,45.81261335,2016,3,4,,,,,,,,,,
AH Site - Tug Monachan,1995,tug,USA, Florida,North Atlantic Ocean,24,30.47817,-81.08167,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1054,0.00086,3.26699996,1.963000059,0.82099998,2.446000099,0.611999989,0.50999999,0.414000005,0.203999996,0.160999998,0.108999997,4.973999977,0.259000003,54.42200089,39.48799896,8.248999596,0.180000007,34.06700134,1.220999956,28.98699951,22.9489994,16.63500023,12.35200024,service vessel,1,Southeast U.S.,28954,231.746428,Jacksonville Zoo and Gardens,54.68225414,2016,3,4,,,,,,,,,50,100
Hh Reef,1994,barge,USA, Florida,North Atlantic Ocean,20,30.5753,-81.13193,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1055,0.00086,3.26699996,1.963000059,0.82099998,2.446000099,0.611999989,0.50999999,0.414000005,0.203999996,0.160999998,0.108999997,4.973999977,0.259000003,54.42200089,39.48799896,8.248999596,0.180000007,34.06700134,1.220999956,28.98699951,22.9489994,16.63500023,12.35200024,service vessel,1,Southeast U.S.,10120,242.064409,Jacksonville Zoo and Gardens,52.78818012,2016,3,4,,,,,,,,,50,100
BB Site - Bus Stop Barge,1994,barge,USA, Florida,North Atlantic Ocean,20,30.43135,-81.15075,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1056,0.000509,1.297000051,0.805999994,0.363000005,0.934000015,0.748000026,0.595000029,0.495999992,0.134000003,0.103,0.067000002,4.90500021,0.26699999,54.98600006,39.9469986,8.244999886,0.164900005,34.93299866,1.215999961,28.96800041,23.62000084,18.38500023,10.58300018,service vessel,1,Southeast U.S.,10120,226.008027,Jacksonville Zoo and Gardens,47.51584331,2016,3,4,,,,,,,,,50,100
BB Site - Morantz,1994,barge,USA, Florida,North Atlantic Ocean,20,30.4285,-81.14883,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1057,0.000861,2.542999983,1.743999958,0.852999985,1.690000057,0.626999974,0.513000011,0.400999993,0.187000006,0.153999999,0.111000001,4.984000206,0.254000008,54.73300171,39.68600082,8.251000404,0.1787,34.18600082,1.207999945,28.89800072,22.87999916,16.51300049,12.38500023,service vessel,1,Southeast U.S.,10120,225.720054,Jacksonville Zoo and Gardens,47.680247,2016,3,4,,,,,,,,,50,100
NHL Site -Powerful,1992,tug,USA, Florida,North Atlantic Ocean,27,30.41,-80.89517,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1058,0.001462,5.201000214,3.210000038,0.894999981,4.306000233,0.57099998,0.495000005,0.40200001,0.254999995,0.196999997,0.115000002,4.965000153,0.264999986,54.25500107,39.4679985,8.246999741,0.181199998,33.98300171,1.235000014,28.86300087,22.86100006,16.3560009,12.50699997,service vessel,1,Southeast U.S.,28954,220.297597,Jacksonville Zoo and Gardens,71.97524735,2016,3,4,,,,,,,,,50,100
HH Site - Shark Barge,1992,barge,USA, Florida,North Atlantic Ocean,23,30.62808,-81.07863,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1059,0.000423,0.823000014,0.486999989,0.214000002,0.609000027,0.648000002,0.566999972,0.470999986,0.104999997,0.075999998,0.050999999,4.80700016,0.280999988,55.56900024,39.48899841,8.237999916,0.143099993,35.80199814,1.218999982,28.79700089,24.79700089,20.94400024,7.853000164,service vessel,1,Southeast U.S.,28954,247.750118,Georgia Sea Turtle Center,58.09351382,2016,3,4,,,,,,,,,50,100
JW Site - MTC 120 Barge,1991,barge,USA, Florida,North Atlantic Ocean,21,30.27183,-81.226,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1060,0.000632,1.911999941,1.047999978,0.469000012,1.442999959,0.757000029,0.602999985,0.500999987,0.152999997,0.118000001,0.077,4.910999775,0.268999994,54.80099869,39.78699875,8.244000435,0.167699993,34.75899887,1.225000024,29.03800011,23.46800041,17.89299965,11.14500046,service vessel,1,Southeast U.S.,10120,207.564254,Jacksonville Zoo and Gardens,42.72855443,2016,3,4,,,,,,,,,50,100
OSJ Site - Drydocks,1989,drydock,USA, Florida,North Atlantic Ocean,38,30.11767,-80.5595,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1061,0.000913,3.594000101,2.176000118,0.754999995,2.838999987,0.620999992,0.524999976,0.432000011,0.218999997,0.167999998,0.101000004,4.960000038,0.263000011,54.87900162,39.68999863,8.246999741,0.178299993,34.1590004,1.226999998,28.95700073,22.95199966,16.67300034,12.2840004,other,1,Southeast U.S.,28954,184.072081,Jacksonville Zoo and Gardens,109.0422585,2016,3,4,,,,,,,,,,
Nss Site - Coppedge,1988,tug,USA, Florida,North Atlantic Ocean,24,30.28935,-80.96478,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1062,0.000724,2.48300004,1.473999977,0.597000003,1.886000037,0.726999998,0.600000024,0.495000005,0.177000001,0.137999997,0.086999997,4.918000221,0.270999998,54.75500107,39.86800003,8.244000435,0.170499995,34.59500122,1.23300004,29.0359993,23.28700066,17.25200081,11.7840004,service vessel,1,Southeast U.S.,28954,208.670813,Jacksonville Zoo and Gardens,66.5092727,2016,3,4,,,,,,,,,50,100
NM Site - Fishing Boat,1988,fishing boat,USA, Florida,North Atlantic Ocean,19,30.40633,-81.16283,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1063,0.000509,1.297000051,0.805999994,0.363000005,0.934000015,0.748000026,0.595000029,0.495999992,0.134000003,0.103,0.067000002,4.90500021,0.26699999,54.98600006,39.9469986,8.244999886,0.164900005,34.93299866,1.215999961,28.96800041,23.62000084,18.38500023,10.58300018,fishing vessel,1,Southeast U.S.,10120,223.104175,Jacksonville Zoo and Gardens,46.25357371,2016,3,4,,,,,,,,,,
EPV Site - Barge,1987,barge,USA, Florida,North Atlantic Ocean,23,30.21468,-81.07922,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1064,0.000564,1.562000036,1.062000036,0.508000016,1.05400002,0.782999992,0.605000019,0.495999992,0.149000004,0.119000003,0.079000004,4.936999798,0.261999995,55.07099915,39.80599976,8.246999741,0.170900002,34.61700058,1.213999987,28.97100067,23.28100014,17.4470005,11.52400017,service vessel,1,Southeast U.S.,10120,203.392791,Jacksonville Zoo and Gardens,58.1806133,2016,3,4,,,,,,,,,50,100
Hl Site - Huggins,1987,freighter,USA, Florida,North Atlantic Ocean,27,30.37287,-80.90013,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1065,0.001461,4.487999916,3.078999996,1.192999959,3.295000076,0.551999986,0.476000011,0.389999986,0.243000001,0.200000003,0.133000001,4.993000031,0.257999986,54.55899811,39.2519989,8.248999596,0.184599996,33.77600098,1.225000024,29.04899979,22.86100006,16.22699928,12.82199955,dry cargo vessel,1,Southeast U.S.,28954,216.354708,Jacksonville Zoo and Gardens,71.58108105,2016,3,4,,,,,,,,,50,100
TR Site - Anna,1986,freighter,USA, Florida,North Atlantic Ocean,30,30.463,-80.9295,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1066,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,dry cargo vessel,1,Southeast U.S.,28954,226.709556,Jacksonville Zoo and Gardens,68.98244845,2016,3,4,,,,,,,,,50,100
MR Site -East Barge,1985,barge,USA, Florida,North Atlantic Ocean,20,30.44517,-81.22117,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1067,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,service vessel,1,Southeast U.S.,10120,226.71816,Jacksonville Zoo and Gardens,40.91504465,2016,3,4,,,,,,,,,50,100
PG Site - Barge 85,1985,barge,USA, Florida,North Atlantic Ocean,22,30.33867,-81.1965,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1068,0.001461,4.487999916,3.078999996,1.192999959,3.295000076,0.551999986,0.476000011,0.389999986,0.243000001,0.200000003,0.133000001,4.993000031,0.257999986,54.55899811,39.2519989,8.248999596,0.184599996,33.77600098,1.225000024,29.04899979,22.86100006,16.22699928,12.82199955,service vessel,1,Southeast U.S.,10120,215.254212,Jacksonville Zoo and Gardens,43.60391599,2016,3,4,,,,,,,,,50,100
NM Site - Vic's Barge,1985,barge,USA, Florida,North Atlantic Ocean,18,30.388,-81.17467,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1069,0.000667,1.735000014,1.14199996,0.595000029,1.139999986,0.779999971,0.605000019,0.481000006,0.152999997,0.123999998,0.082999997,4.949999809,0.257999986,55.00999832,39.73500061,8.248999596,0.172499999,34.54499817,1.208999991,28.86899948,23.17499924,17.29899979,11.56999969,service vessel,1,Southeast U.S.,10120,220.941643,Jacksonville Zoo and Gardens,45.14541702,2016,3,4,,,,,,,,,50,100
MR Site -Reliance,1985,tug,USA, Florida,North Atlantic Ocean,21,30.441,-81.221,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1070,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,service vessel,1,Southeast U.S.,10120,226.260117,Jacksonville Zoo and Gardens,40.88094848,2016,3,4,,,,,,,,,50,100
TW Site - Barge,1984,barge,USA, Florida,North Atlantic Ocean,27,30.51117,-80.9397,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1071,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,service vessel,1,Southeast U.S.,28954,232.137414,Jacksonville Zoo and Gardens,68.72560113,2016,3,4,,,,,,,,,50,100
NM Site - Tugboat,1984,tug,USA, Florida,North Atlantic Ocean,19,30.39483,-81.17167,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1072,0.000723,2.232000113,1.330000043,0.5,1.731999993,0.73299998,0.59799999,0.490999997,0.171000004,0.133000001,0.081,4.928999901,0.268000007,54.84199905,39.76499939,8.244999886,0.172199994,34.51100159,1.228000045,29.02400017,23.28000069,17.42900085,11.59500027,service vessel,1,Southeast U.S.,10120,221.729531,Jacksonville Zoo and Gardens,45.41197105,2016,3,4,,,,,,,,,50,100
NM Site - Barge '80,1980,barge,USA, Florida,North Atlantic Ocean,18,30.388,-81.17517,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1073,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,service vessel,1,Southeast U.S.,10120,220.935507,Jacksonville Zoo and Gardens,45.09739564,2016,3,4,,,,,,,,,50,100
Ch Site - North Tug,1980,tug,USA, Florida,North Atlantic Ocean,24,30.30933,-81.06917,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1074,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,service vessel,1,Southeast U.S.,28954,213.402621,Jacksonville Zoo and Gardens,56.22994711,2016,3,4,,,,,,,,,50,100
NM Site - Tug,1980,tug,USA, Florida,North Atlantic Ocean,21,30.39033,-81.17367,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1075,0.000723,2.232000113,1.330000043,0.5,1.731999993,0.73299998,0.59799999,0.490999997,0.171000004,0.133000001,0.081,4.928999901,0.268000007,54.84199905,39.76499939,8.244999886,0.172199994,34.51100159,1.228000045,29.02400017,23.28000069,17.42900085,11.59500027,service vessel,1,Southeast U.S.,10120,221.210118,Jacksonville Zoo and Gardens,45.23264977,2016,3,4,,,,,,,,,50,100
PM Site - Banana And Pogey Boats,1980,boat,USA, Florida,North Atlantic Ocean,22,30.33648,-81.18593,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,Banana boat and a pogey boat,USA,840,US-FL,1076,0.000716,2.171000004,1.416000009,0.707000017,1.463999987,0.69599998,0.550999999,0.432999998,0.174999997,0.140000001,0.096000001,4.968999863,0.256999999,54.84500122,39.75799942,8.248999596,0.177100003,34.26699829,1.213000059,28.80200005,23.0340004,16.90999985,11.8920002,service vessel,1,Southeast U.S.,10120,215.138997,Jacksonville Zoo and Gardens,44.64639153,2016,3,4,,,,,,,,,,
CH Site - South Tug,1979,tug,USA, Florida,North Atlantic Ocean,25,30.30833,-81.07267,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1077,0.001461,4.487999916,3.078999996,1.192999959,3.295000076,0.551999986,0.476000011,0.389999986,0.243000001,0.200000003,0.133000001,4.993000031,0.257999986,54.55899811,39.2519989,8.248999596,0.184599996,33.77600098,1.225000024,29.04899979,22.86100006,16.22699928,12.82199955,service vessel,1,Southeast U.S.,28954,213.39049,Jacksonville Zoo and Gardens,55.91999002,2016,3,4,,,,,,,,,50,100
AH Site - Barge,1978,barge,USA, Florida,North Atlantic Ocean,24,30.54183,-81.059,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1078,0.001462,5.201000214,3.210000038,0.894999981,4.306000233,0.57099998,0.495000005,0.40200001,0.254999995,0.196999997,0.115000002,4.965000153,0.264999986,54.25500107,39.4679985,8.246999741,0.181199998,33.98300171,1.235000014,28.86300087,22.86100006,16.3560009,12.50699997,service vessel,1,Southeast U.S.,28954,238.018499,Jacksonville Zoo and Gardens,58.2818761,2016,3,4,,,,,,,,,50,100
MR Site - Bills Barge,1975,barge,USA, Florida,North Atlantic Ocean,19,30.46267,-81.23833,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1079,0.000458,0.977999985,0.666999996,0.287999988,0.689999998,0.713,0.575999975,0.483999997,0.112000003,0.090000004,0.059,4.875999928,0.270999998,54.94900131,39.9640007,8.243000031,0.158899993,35.21300125,1.218000054,28.96699905,23.99399948,19.38100052,9.586000443,service vessel,1,Southeast U.S.,10120,228.48303,Jacksonville Zoo and Gardens,39.55664379,2016,3,4,,,,,,,,,50,100
PM Site - South - #1Tug,1975,tug,USA, Florida,North Atlantic Ocean,23,30.33055,-81.18292,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1080,0.000564,1.562000036,1.062000036,0.508000016,1.05400002,0.782999992,0.605000019,0.495999992,0.149000004,0.119000003,0.079000004,4.936999798,0.261999995,55.07099915,39.80599976,8.246999741,0.170900002,34.61700058,1.213999987,28.97100067,23.28100014,17.4470005,11.52400017,service vessel,1,Southeast U.S.,10120,214.523684,Jacksonville Zoo and Gardens,45.04451497,2016,3,4,,,,,,,,,50,100
Casablanca,1972,landing craft,USA, Florida,North Atlantic Ocean,32,30.29183,-80.822,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1081,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,warship,1,Southeast U.S.,28954,206.133161,Jacksonville Zoo and Gardens,79.99046964,2016,3,4,,,,,,,,,,
TW Site - Tug,1972,tug,USA, Florida,North Atlantic Ocean,26,30.49228,-80.95992,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1082,0.000835,3.112999916,1.822000027,0.577000022,2.536000013,0.633000016,0.537,0.439999998,0.200000003,0.151999995,0.089000002,4.947000027,0.26699999,54.72100067,39.64500046,8.24600029,0.176699996,34.2519989,1.231999993,28.94300079,23.09000015,17.00699997,11.93599987,service vessel,1,Southeast U.S.,28954,230.490688,Jacksonville Zoo and Gardens,66.47442254,2016,3,4,,,,,,,,,50,100
